,review,sentiment
8928,"Not a good products sounds problem, no battery backup, return this productsREAD MORE",1
8929,Best sound.READ MORE,5
8930,"Bad ,  trust me , don't buyREAD MORE",1
8931,niceREAD MORE,5
8932,"Best Earphone in 2020.Sound, Design, Battery backup all are good.I got this product within 2 days. Thnx to Ekart Logistics to deliver even on sunday.READ MORE",5
8933,Good bass and sound qualityREAD MORE,4
8934,"It's totally bad product, i was using but suddenly got issue with insert adaptor charger issue into earphone. So i'm requesting to other people don't go for this earphone.There is no option to give negative star otherwise i have given negative rating.READ MORE",1
8935,"After use of 1 months its stop working , no response from custom support alsoREAD MORE",1
8936,Earphone is good but mic is very noisyREAD MORE,3
8937,Product damage in 4 months not good bulid qualityREAD MORE,2
8938,Zero voice cancellationREAD MORE,1
8939,Good product at this price rangeREAD MORE,4
8940,The sound quality is very good but the battery is out in just 2hrs or less total waste of moneyREAD MORE,2
8941,NiceREAD MORE,5
8942,Nice productREAD MORE,5
8943,Just 🥰❤️READ MORE,4
8944,"These are good when you just get them new, just after a few months one side of the earphone stopped working.All boat products are the same, also not very ergonomically designed.Please do not but, instead increase your budget a bit and go for other brands like jbl or Sony.READ MORE",1
8945,Nice oneREAD MORE,5
8946,Good oneREAD MORE,4
8947,Only disadvantage is Noise cancellation ...People can hear lots of disturbance on the other side..READ MORE,3
8948,In the month of Feb I bought this ear phones but it worked only for 3 months now this headphones are not charging and not working trying to reach Flipkart for more than 10 days but no response totally disappointed with the services and responseREAD MORE,1
8949,Not so good as expected. Paining to earsREAD MORE,1
8950,It worked fine for 13 months and then all of sudden 1 f d ear pH got intermittent. Jus after the warranty period over.READ MORE,4
8951,GoodREAD MORE,4
8952,left side headset is not working only 4 month workREAD MORE,2
8953,GoodREAD MORE,3
8954,After using some days not charging and getting heatREAD MORE,5
8955,I purchased two for me and for my friend Waste of money both stopped working in 2 weeksREAD MORE,1
8956,It is a very good headphone including Bluetooth system I love itREAD MORE,4
8957,Good productREAD MORE,5
8958,Good earphoneREAD MORE,5
8959,Good productREAD MORE,5
8960,Nice Product.READ MORE,5
8961,Not badREAD MORE,3
8962,goodREAD MORE,5
8963,Super.....READ MORE,5
8964,"Did not last even 9 months, dont buy this.READ MORE",1
8965,Nice productREAD MORE,4
8966,"Mic is the only problem. No noise cancellation so picks up a lot of background noise even in normal conditions. Not useful for calling, rest sound signature and base is really good. Go for it if you plan to use it mostly for listening to music. Battery backup is 4-5 hours.READ MORE",3
8967,"Mediocre earphones , if u don't wanna spend much and have temporary budget constraints then u can go for itREAD MORE",3
8968,best productREAD MORE,5
8969,super good productREAD MORE,5
8970,Poor battery backupREAD MORE,1
8971,Good product but more background sound in micREAD MORE,4
8972,GudREAD MORE,3
8973,Good head phone for daily class use.READ MORE,5
8974,Good but battery should be more efficientREAD MORE,4
8975,Superb sound Quality and battery backup is just AwesomeREAD MORE,5
8976,SuperREAD MORE,5
8977,Volume button is not workingREAD MORE,1
8978,Its a good device. Excellent sound quality but gets disconnected abruptly.READ MORE,3
8979,"good quality material, but sound quality is not that goodREAD MORE",3
8980,Within 3 months headset got problem not bale to hear from one side for that i got replacement. Now again same not yet been 1 year also.READ MORE,2
8981,Nice poudact..I love itREAD MORE,5
8982,Good ProductREAD MORE,5
8983,Nice productsREAD MORE,5
8984,Awsm sound quality. Bass is not heavy but good. Good purchaseREAD MORE,5
8985,Nice productREAD MORE,4
8986,SuperbbbREAD MORE,4
8987,Sound parobalmREAD MORE,5
8988,No outside sound reduction still for that 1star cut.Overall it is good to useREAD MORE,4
8989,GOOD PRODUCT BUT ONE PROBLEM IS THERE.THE NOICE DECTION IS VERY HIGH..IN OTHER WAY THE PRODUCT IS AWESOMEREAD MORE,4
8990,Awesome product.......Paise wasoolREAD MORE,5
8991,Nothing to say about it. Just oswom 👍👍👍READ MORE,5
8992,Good partREAD MORE,5
8993,"When I keep my smart phone inside my pocket,  the sound breaks a lot... Even I keep smart phone in my hands and jast fold my hands with each other,  the sound breaks a lot.. I am totally frustrated with this behavior of this bluetooth headsetREAD MORE",1
8994,After using 3-4 months one side stopped working......1st time disappointed by boat😭.READ MORE,1
8995,one side of the bluetooth headsets not working after using it for 3 monthsREAD MORE,1
8996,Amazing soundREAD MORE,5
8997,Good ProductREAD MORE,5
8998,Damaged within 2months of use. Didn't expect this.READ MORE,1
8999,It's soo good 😍💕 andREAD MORE,4
9000,Excellent productREAD MORE,5
9001,Best buy for 999rs. Only con is it gets disconnected in between which can be frustrating.READ MORE,4
9002,It’s osm productREAD MORE,5
9003,Value for moneyREAD MORE,5
9004,Worse headset it last only 7 months after sometime while charging it heats up and unable charge. Therefore I suggest not but this headset.READ MORE,1
9005,Amazing productREAD MORE,5
9006,GoodREAD MORE,4
9007,On an average product in this price.READ MORE,4
9008,Super prodectREAD MORE,5
9009,Amezing productREAD MORE,5
9010,Awesome 👍 ONE❤️READ MORE,5
9011,Good ProductREAD MORE,4
9012,Cheap is good qualityREAD MORE,5
9013,Just Amazing Product 👌👌READ MORE,4
9014,Nice DesignREAD MORE,4
9015,"not so good.. Base is missing in it.. tribble i high, it can  ripoff your ear during call..READ MORE",1
9016,"Good product, value of money,and good serviceThankyu flipcartREAD MORE",5
9017,Good gst for koteshREAD MORE,5
9018,greatREAD MORE,5
9019,Iam really fed up with this product.. i changed the product becouse of the charging slote isuue.. now its connecting with phone but no sound.. really a very bad experience to meREAD MORE,1
9020,Super quality product with heavy battery backup..loved it worth buying and value for moneyREAD MORE,5
9021,Good productREAD MORE,5
9022,In just 2 month earphone working badly and not working 2 side earphoneREAD MORE,1
9023,More good as it's lookGood than better👍READ MORE,5
9024,Very niceREAD MORE,5
9025,SuparREAD MORE,5
9026,Good productREAD MORE,5
9027,Nice performance  and look is very perfectREAD MORE,5
9028,Sound quality is just okk and bass is good. But after some time you will feel pain in your ears.READ MORE,2
9029,dont even think to buy this product as it will get damage within 1-2 months...READ MORE,1
9030,Good but price is little hight any way its goodREAD MORE,5
9031,I purchased this and used it only for a month. Now it's not working and we all are stuck in lockdown so I can't even replace it m really unhappyREAD MORE,1
9032,Need more battery backupREAD MORE,5
9033,Not worth the money. Didn't last long!!READ MORE,3
9034,"best in this price range,but beterry is not so good....READ MORE",5
9035,Amazing product..... Like full Paisa vsul 😎😎READ MORE,5
9036,Awesome..!it's working superb am writing this afrter 3months of purchase.READ MORE,5
9037,Nice productREAD MORE,4
9038,SuperREAD MORE,5
9039,SATISFIEDREAD MORE,5
9040,Vary good productREAD MORE,5
9041,This is the most useless  headphone ever. I m giving this review after 2 months use . Headphone sound left side stopped  come . Boat services the worst i dont advise to any one takes headphone .replace my headphoneREAD MORE,1
9042,Nice productREAD MORE,5
9043,Kdk sond systemREAD MORE,5
9044,Awesome ProductREAD MORE,5
9045,NiceREAD MORE,4
9046,Not backupREAD MORE,5
9047,Thanks Flipkart for delivery in just 4days Luve itREAD MORE,5
9048,Bluetooth connection problemREAD MORE,2
9049,Nice productREAD MORE,5
9050,awsm product loving itREAD MORE,5
9051,"Worthy to purchase, go for it🤘READ MORE",4
9052,Good oneREAD MORE,5
9053,superREAD MORE,5
9054,"Overall nice product and genuine product dilivered by flipkart, thanksREAD MORE",4
9055,Completely awesomeREAD MORE,5
9056,Nice product. Good build qualityREAD MORE,4
9057,OkREAD MORE,2
9058,Overall its good but only two points can be improve1. Design of plug in not comfortable... 2. Battery life...READ MORE,3
9059,Only one month use my boat rockers 255F both sides not working.READ MORE,1
9060,I like it a loyREAD MORE,5
9061,Very nice products.. so goodREAD MORE,4
9062,awesomeREAD MORE,4
9063,Quality is very good also base....READ MORE,5
9064,SuperbREAD MORE,5
9065,Its not a original product. Volume button is not working. Bass and sound quality also very bad like a 100 repees earphone. Really I am very disappointed with this product.READ MORE,1
9066,3rd month stopped working right side and by 4th month full gone. Bluetooth still connecting but no sound..READ MORE,1
9067,Build quality is the best👍💯READ MORE,4
9068,Good productsREAD MORE,5
9069,ThanksREAD MORE,5
9070,GOOD\3READ MORE,4
9071,RockREAD MORE,3
9072,NiceREAD MORE,4
9073,Good sound clarity and Great bass.READ MORE,5
9074,Very GoodREAD MORE,5
9075,SuperREAD MORE,5
9076,Sound issuesREAD MORE,3
9077,Sound quality i very nice product is very nice and desin is also very nise.... but delivary is so lateREAD MORE,5
9078,AwesomeREAD MORE,5
9079,SooperREAD MORE,5
9080,Fantastic bluetooth headsetsREAD MORE,5
9081,SuperbREAD MORE,4
9082,Quality is goodREAD MORE,5
9083,Good quality productREAD MORE,4
9084,Headphones is awesome no doubt bt it's stop working after 5-6 months definitely I replaced bt new one also stop working after 4 monthsREAD MORE,5
9085,Good one but sometimes sound disturbance even the mobile is nearREAD MORE,4
9086,FantasticREAD MORE,5
9087,GoodREAD MORE,5
9088,Avg sound quality.Some noises are disturbingHigh bass.Mic doesn't work properlyREAD MORE,3
9089,After one month 1 side is blankREAD MORE,1
9090,No voice cancellation patheticREAD MORE,1
9091,NiceREAD MORE,4
9092,GoodREAD MORE,5
9093,Works well with the price tag i was previously using skull candy inkd and compared to that it lags a little....still a good product to buy for 1400 price rangeREAD MORE,5
9094,Good not bad but during call very nosyREAD MORE,3
9095,Thanks for the delivery person .READ MORE,5
9096,ExalentREAD MORE,4
9097,Awesome ❤️❤️❤️READ MORE,4
9098,Awsome purcheseREAD MORE,5
9099,Good in sound and flexible in earsREAD MORE,4
9100,good bess only for bess loverREAD MORE,4
9101,goodREAD MORE,5
9102,Not truly value for money.. bt we can adjustREAD MORE,4
9103,Product is awesome ...if I play pubg with this headphone so how many days it still aliveREAD MORE,5
9104,"Worth the price , buy it dont think twiceREAD MORE",4
9105,Good I gifted my fatherGood dizineREAD MORE,5
9106,extreme product.. marvellous sound quality...READ MORE,5
9107,Ghatiya productREAD MORE,1
9108,GoodREAD MORE,4
9109,Before date delivery... Thanks FlipkartREAD MORE,5
9110,thanks to flipcartREAD MORE,5
9111,Nice productREAD MORE,3
9112,Very good base and soundFast delivery from FlipkartREAD MORE,4
9113,Osam. Sound quality battery backup bass overall is superb . I rate this product is 4.5/5READ MORE,4
9114,okREAD MORE,2
9115,Very nice product from boat... The bass is very good.. But built quality is not so impressive.. The quality of sound is quite good... Well designed nosie rejection..... As come to battery life it lasts upto 6 hrs for one full charge....but for a time being one plus z would be the better choice... I bought this earphones long agoREAD MORE,4
9116,Noise cancellation during call is very badREAD MORE,3
9117,Wire length is to long It's very uneasy to maintain these Remaining all r good & up to the mark Only some what difficulty to maintain on neckREAD MORE,4
9118,GoodREAD MORE,5
9119,Awesome boat headphone nice sounds qualityThanks flipkart.....😍♥️♥️♥️♥️😍😍READ MORE,5
9120,Stopped working suddenly..READ MORE,1
9121,This pair of headphones was a decent buy for me. Recommend it.READ MORE,5
9122,Its was a giftREAD MORE,5
9123,Good ProductREAD MORE,5
9124,excellentREAD MORE,5
9125,GoodREAD MORE,5
9126,Overall good productREAD MORE,5
9127,NiceREAD MORE,5
9128,Good product.READ MORE,5
9129,Nice product 👌👌READ MORE,5
9130,SuperREAD MORE,5
9131,This product futli..READ MORE,1
9132,Best at valuable priceREAD MORE,5
9133,I received a good product. It's functional with all features working well. After using it for 7 months it stopped working. I don't know how to apply for Warranty in this Lockdown period. Please guide.READ MORE,3
9134,NiceREAD MORE,4
9135,"I bought it 1 month ago and still having same qualities of Bass, sound ...I'll say only one sentence ... Just go for it grab it before it ends 🥰🥰🥰READ MORE",5
9136,Super👍👍👍READ MORE,4
9137,Awesome..READ MORE,5
9138,Super qualityREAD MORE,4
9139,SuperREAD MORE,4
9140,Bluetooth range is very low.READ MORE,2
9141,Super 😘😘READ MORE,5
9142,Sound quality not good at all. Battery performance is also badREAD MORE,1
9143,overall goodREAD MORE,5
9144,Nice headset....good battery backupREAD MORE,4
9145,Okay product. Only battery issueREAD MORE,3
